NUMBER0,Supply_WSF_IS_Num,Supply Facility,Supply ID,Supply Type Code,D_SOURCE_FLAG,TREATMENT_STAT_CD,WS Activity Status,ACTIVITY_STATUS_CD,Supply FedID,Receiving_WSF_IS_Num,Receiving Facility,Receiving ID,Receiving Type Code,Receiving Activity Status,Receiving FedID,TINWSFF_IS_NUMBER,TINWSYS_IS_NUMBER,Fed Type
CA0210300,24812,BUCK CREEK - RAW,001,IN,Y,T,A,A,24812,2470,BUCK CREEK - TREATED,002,TP,A,2470,2513,59,NC
CA0300011,58502,MELODY OAKS NEW WELL,001,WL,Y,T,A,A,58560,55871,MELODY OAKS NEW WELL TREATED,003,TP,A,55913,14308,6795,C
CA0300019,35956,FIDDLETOWN CSD WELL 02,003,WL,Y,T,A,A,35959,55873,FIDDLETOWN CSD WELL 02-TREATED,002,TP,A,55915,14309,6797,C
CA0300022,37512,CAMP WINTON WELL 01,005,WL,Y,T,A,A,37515,54180,TREATMENT PLANT - INACTIVE,006,TP,A,54196,14310,6798,NC
CA0300024,37511,TABEAU MHP WELL 02,002,WL,Y,T,A,A,37514,60843,TABEAU MHP WELL--TREATED,003,TP,A,60902,14311,6799,C
CA0300028,58494,AMADOR HARVEST INN WELL 01,001,WL,Y,T,A,A,58552,55874,AMADOR HARVEST INN WELL 01-OZONE-TREATED,002,TP,A,55916,14189,6824,NC
CA0300037,41579,LAKE AMADOR-RAW - STANDBY,001,IN,Y,T,A,A,41582,55875,LAKE AMADOR-TREATED - STANDBY,002,TP,A,55917,17443,6811,C
CA0300037,55875,LAKE AMADOR-TREATED - STANDBY,002,TP,N,,A,A,55917,41578,DISTRIBUTION SYSTEM,DST,DS,A,41581,17447,6811,C
CA0300037,58484,JVID PARDEE RES-TRT,004,TP,N,,A,A,58542,41578,DISTRIBUTION SYSTEM,DST,DS,A,41581,17446,6811,C
CA0300037,58523,JVID PARDEE RES-RAW,003,IN,Y,T,A,A,58581,58484,JVID PARDEE RES-TRT,004,TP,A,58542,17445,6811,C
CA0300062,63768,HOPE FOUNDATION WELL 3,005,WL,Y,T,A,A,63848,60844,HOPE FOUNDATION TREATMENT PLANT,004,TP,A,60903,15065,6816,C
CA0300073,58524,TIGER CREEK-RAW SURFACE SOURCE,001,IN,Y,T,A,A,58582,55877,TIGER CREEK-TREATED,002,TP,A,55919,14188,6818,NTNC
CA0300077,58496,SPINETTA VINEYARDS WELL 3,003,WL,Y,T,A,A,58554,62643,SPINETTA VINEYARDS WELL3 TREATED,004,TP,A,62714,14296,10466,NC
CA0300078,35898,IONE BAND WELL 003 - RAW,003,WL,Y,T,A,A,35901,55878,IONE BAND WELL 003 - PLANT,004,TP,A,55920,14319,7050,C
CA0300081,48099,VILLA TOSCANO WELL,001,WL,Y,T,A,A,48110,62644,VILLA TOSCANO WELL TREATED,002,TP,A,62715,14192,7052,NC
CA0300083,37541,BELLA PIAZZA WELL,001,WL,Y,T,A,A,37544,62645,BELLA PIAZZA WELL TREATED,002,TP,A,62716,14184,6789,NC
CA0300087,37544,J. FOSTER MITCHELL WELL,001,WL,Y,T,A,A,37547,62646,J. FOSTER MITCHELL WELL TREATED,002,TP,A,62717,14185,6792,NC
CA0300089,48100,RUNQUIST WINERY WELL,001,WL,Y,T,A,A,48111,62647,RUNQUIST WINERY WELL 1 TREATED,002,TP,A,62718,14186,6793,NC
CA0300091,58508,SERA FINA WELL,001,WL,Y,T,A,A,58566,62648,SERA FINA WELL 1 TREATED,002,TP,A,62719,14116,13795,NC
CA0300097,55382,TERRA D'ORO VINEYARDS WELL 1,001,WL,Y,T,A,A,55424,55879,TERRA D'ORO VINEYARDS TREATMENT,002,TP,A,55921,14129,14233,NC
CA0300098,55383,NINE GABLES WELL 1,001,WL,Y,T,I,A,55425,62649,NINE GABLES WELL 1 TREATED,002,TP,A,62720,14111,14234,NC
CA0300099,55384,HELWIG WELL #1,001,WL,Y,T,A,A,55426,62650,HELWIG WELL #1 TREATED,002,TP,A,62721,14112,14235,NC
CA0300524,58504,MP ASSOCIATES WELL 02 #185807,001,WL,Y,T,A,A,58562,58485,MP ASSOCIATES WELL 02-TREATED-ARSENIC,002,TP,A,58543,14190,6831,NTNC
CA0301038,1774,PARDEE RESERVOIR - TREATED,002,TP,N,,A,A,1774,24815,DISTRIBUTION SYSTEM,DST,DS,A,24815,21531,61,NTNC
CA0301038,24816,PARDEE RESERVOIR - RAW,001,IN,Y,T,A,A,24816,1774,PARDEE RESERVOIR - TREATED,002,TP,A,1774,1816,61,NTNC
CA0310001,24819,TREATED WATER FROM  AWA-TANNER,003,CC,Y,N,A,A,24819,24817,DISTRIBUTION SYSTEM,DST,DS,A,24817,23271,62,C
CA0310002,1795,IONE WTP - TREATED,001,TP,N,,A,A,1795,24820,DISTRIBUTION SYSTEM,DST,DS,A,24820,23272,63,C
CA0310002,24821,IONE RESERVOIR - RAW,003,IN,Y,T,A,A,24821,1795,IONE WTP - TREATED,001,TP,A,1795,1837,63,C
CA0310003,1782,TANNER WTP - TREATED,002,TP,N,,A,A,1782,24823,DISTRIBUTION SYSTEM,DST,DS,A,24823,23273,64,C
CA0310003,24824,TANNER RESERVOIR - RAW              XCLD,001,IN,Y,T,A,A,24824,1782,TANNER WTP - TREATED,002,TP,A,1782,1824,64,C
CA0310004,13611,WELL A - STANDBY,004,WL,Y,N,A,A,13611,24826,DISTRIBUTION SYSTEM,DST,DS,A,24826,23276,65,C
CA0310004,13641,HAWKSVIEW WELL - STANDBY,005,WL,Y,N,A,A,13641,24826,DISTRIBUTION SYSTEM,DST,DS,A,24826,23275,65,C
CA0310004,45683,TANNER PLANT TREATED,007,CC,Y,N,A,A,45690,24826,DISTRIBUTION SYSTEM,DST,DS,A,24826,23274,65,C
CA0310005,24830,"TREATED WATER FROM AWA, CAWP",004,CC,Y,N,A,A,24830,24828,DISTRIBUTION SYSTEM,DST,DS,A,24828,23277,66,C
CA0310006,58447,WELL 03R - TREATED,013,TP,N,,A,A,58505,24831,DISTRIBUTION SYSTEM,DST,DS,A,24831,23278,67,C
CA0310006,58446,WELL 03R,012,WL,Y,T,A,A,58504,58447,WELL 03R - TREATED,013,TP,A,58505,13123,67,C
CA0310006,13628,WELL 06R - REPLACEMENT,009,WL,Y,T,A,A,13628,1779,WELL 06R - TREATED,010,TP,A,1779,1821,67,C
CA0310006,13599,WELL 02,002,WL,Y,T,A,A,13599,1780,WELL 02 - TREATED                   XCLD,011,TP,A,1780,1822,67,C
CA0310006,1779,WELL 06R - TREATED,010,TP,N,,A,A,1779,24831,DISTRIBUTION SYSTEM,DST,DS,A,24831,23279,67,C
CA0310006,1780,WELL 02 - TREATED                   XCLD,011,TP,N,,A,A,1780,24831,DISTRIBUTION SYSTEM,DST,DS,A,24831,23280,67,C
CA0310008,5817,TREATMENT PLANT - TREATED,004,TP,N,,A,A,5817,24837,DISTRIBUTION SYSTEM,DST,DS,A,24837,21541,69,C
CA0310008,13598,WELL NO. 04 - RAW,005,WL,Y,T,A,A,13598,5817,TREATMENT PLANT - TREATED,004,TP,A,5817,6045,69,C
CA0310008,13596,WELL NO. 02 - RAW,002,WL,Y,T,A,A,13596,5817,TREATMENT PLANT - TREATED,004,TP,A,5817,6043,69,C
CA0310008,13597,WELL NO. 03 - RAW,003,WL,Y,T,A,A,13597,5817,TREATMENT PLANT - TREATED,004,TP,A,5817,6044,69,C
CA0310011,24847,CAWP - TREATED,005,CC,Y,N,A,A,24847,24848,DISTRIBUTION SYSTEM,DST,DS,A,24848,17480,72,C
CA0310012,1777,BUCKHORN WTP - TREATED,002,TP,N,,A,A,1777,24851,DISTRIBUTION SYSTEM,DST,DS,A,24851,23281,73,C
CA0310012,24852,TIGER CREEK RESERVOIR - RAW,003,IN,Y,T,A,A,24852,1777,BUCKHORN WTP - TREATED,002,TP,A,1777,1819,73,C
CA0310018,24874,CAWP - TREATED,005,CC,Y,N,A,A,24874,24875,DISTRIBUTION SYSTEM,DST,DS,A,24875,17486,79,C
CA0310019,1776,WELL NO. 01 - TREATED XCLD,002,TP,N,,A,A,1776,24877,DISTRIBUTION SYSTEM,DST,DS,A,24877,23282,80,C
CA0310019,1808,WELL NO. 02 - TREATED XCLD,004,TP,N,,A,A,1808,24877,DISTRIBUTION SYSTEM,DST,DS,A,24877,23283,80,C
CA0310019,13594,WELL NO. 02 - RAW,003,WL,Y,T,A,A,13594,1808,WELL NO. 02 - TREATED XCLD,004,TP,A,1808,1850,80,C
CA0310019,13595,WELL NO. 01 - RAW,001,WL,Y,T,A,A,13595,1776,WELL NO. 01 - TREATED XCLD,002,TP,A,1776,1818,80,C
CA0310020,24879,LAKE AMADOR - RAW,001,IN,Y,T,I,A,24879,1785,LAKE AMADOR - TREATED,002,TP,A,1785,1827,81,C
CA0310021,13582,WELL 12A (REPLACED WELL 12),003,WL,Y,T,A,A,13582,1815,WELL 12A - TREATED                  XCLD,007,TP,A,1815,1857,82,C
CA0310021,13591,WELL 06,001,WL,Y,T,A,A,13591,1813,WELL 06 - TREATED                   XCLD,005,TP,A,1813,1855,82,C
CA0310021,13593,WELL 09,004,WL,Y,T,A,A,13593,1814,WELL 09 - TREATED                   XCLD,006,TP,A,1814,1856,82,C
CA0310021,1815,WELL 12A - TREATED                  XCLD,007,TP,N,,A,A,1815,24880,DISTRIBUTION SYSTEM,DST,DS,A,24880,23285,82,C
CA0310021,1813,WELL 06 - TREATED                   XCLD,005,TP,N,,A,A,1813,24880,DISTRIBUTION SYSTEM,DST,DS,A,24880,23284,82,C
CA0310021,1814,WELL 09 - TREATED                   XCLD,006,TP,N,,A,A,1814,24880,DISTRIBUTION SYSTEM,DST,DS,A,24880,23287,82,C
CA0310021,13600,WELL 14,008,WL,Y,T,A,A,13600,1816,WELL 14 - TREATED                   XCLD,009,TP,A,1816,7536,82,C
CA0310021,1816,WELL 14 - TREATED                   XCLD,009,TP,N,,A,A,1816,24880,DISTRIBUTION SYSTEM,DST,DS,A,24880,23286,82,C
CA0310300,1810,WELL NO. 02 - XCLD,004,TP,N,,A,A,1810,24883,DISTRIBUTION SYSTEM,DST,DS,A,24883,21548,84,NC
CA0310300,13589,WELL NO. 02,002,WL,Y,T,A,A,13589,1810,WELL NO. 02 - XCLD,004,TP,A,1810,1852,84,NC
CA0310801,24886,IONE RESERVOIR,001,IN,Y,T,I,I,24886,1796,IONE RESERVOIR - TREATED,002,TP,I,1796,1838,86,NP
CA0400001,59137,WELL #1  & WELL #2 - TREATED,005,TP,N,,A,A,59196,41622,DISTRIBUTION SYSTEM,DST,DS,A,41625,17438,8438,C
CA0400001,37551,WELL 02,004,WL,Y,,A,A,37554,59137,WELL #1  & WELL #2 - TREATED,005,TP,A,59196,17436,8438,C
CA0400001,37552,WELL #1,001,WL,Y,,A,A,37555,59137,WELL #1  & WELL #2 - TREATED,005,TP,A,59196,17434,8438,C
CA0400003,37524,ONLY WELL,001,WL,Y,N,A,A,37527,41623,DISTRIBUTION SYSTEM,DST,DS,A,41626,17513,7608,C
CA0400004,37547,WELL C,003,WL,Y,T,A,A,37550,41624,DISTRIBUTION SYSTEM,DST,DS,A,41627,17575,7609,C
CA0400007,37535,WELL #1 - LOCATED NEXT TO CLUBHOUSE,001,WL,Y,T,A,A,37538,55886,WELL #1 - TREATED,003,TP,A,55928,17608,7611,C
CA0400007,55886,WELL #1 - TREATED,003,TP,N,,A,A,55928,41626,DISTRIBUTION SYSTEM,DST,DS,A,41629,17610,7611,C
CA0400007,55885,WELL #2 - TREATED,004,TP,N,,A,A,55927,41626,DISTRIBUTION SYSTEM,DST,DS,A,41629,17611,7611,C
CA0400007,37536,MAIN WELL - WELL #2,002,WL,Y,T,A,A,37539,55885,WELL #2 - TREATED,004,TP,A,55927,17609,7611,C
CA0400007,37534,WELL #3,005,WL,Y,T,A,A,37537,55884,WELL #3 - TREATED,006,TP,A,55926,17614,7611,C
CA0400007,55884,WELL #3 - TREATED,006,TP,N,,A,A,55926,41626,DISTRIBUTION SYSTEM,DST,DS,A,41629,17615,7611,C
CA0400008,37532,NEW WELL,002,WL,Y,,A,A,37535,41627,DISTRIBUTION SYSTEM,DST,DS,A,41630,17725,7612,C
CA0400008,37533,OLD WELL,001,WL,Y,,A,A,37536,41627,DISTRIBUTION SYSTEM,DST,DS,A,41630,17724,7612,C
CA0400010,37531,ONLY WELL,001,WL,Y,T,A,A,37534,59138,ONLY WELL  - TREATED,002,TP,A,59197,14278,8403,NC
CA0400010,59138,ONLY WELL  - TREATED,002,TP,N,,A,A,59197,41628,DISTRIBUTION SYSTEM,DST,DS,A,41631,17880,8403,NC
CA0400012,59139,WELL #3 - TREATED,006,TP,N,,A,A,59198,41629,DISTRIBUTION SYSTEM,DST,DS,A,41632,17882,7613,C
CA0400012,59577,WELL #3 - NEW WELL,005,WL,Y,,A,A,59636,59139,WELL #3 - TREATED,006,TP,A,59198,17881,7613,C
CA0400013,37528,WELL #2 (BY REDWOOD TANK),002,WL,Y,,A,A,37531,41630,DISTRIBUTION SYSTEM,DST,DS,A,41633,17884,7614,C
CA0400013,37479,WELL #3 - DRILLED 2000,003,WL,Y,,A,A,37482,41630,DISTRIBUTION SYSTEM,DST,DS,A,41633,17885,7614,C
CA0400013,37526,WELL #4- DRILLED 2007,004,WL,Y,,A,A,37529,41630,DISTRIBUTION SYSTEM,DST,DS,A,41633,17886,7614,C
CA0400013,37527,WELL #1 - BY STEEL TANK,001,WL,Y,,A,A,37530,41630,DISTRIBUTION SYSTEM,DST,DS,A,41633,17883,7614,C
CA0400014,48168,WELL #3 - GALEN,003,WL,Y,,A,A,48180,41631,DISTRIBUTION SYSTEM,DST,DS,A,41634,17889,7615,C
CA0400014,37540,WELL #2 - PANORAMA DRIVE,002,WL,Y,,A,A,37543,41631,DISTRIBUTION SYSTEM,DST,DS,A,41634,17888,7615,C
CA0400014,37507,WELL #1 - STAR ROAD,001,WL,Y,,A,A,37510,41631,DISTRIBUTION SYSTEM,DST,DS,A,41634,17887,7615,C
CA0400016,37460,WELL #1,001,WL,Y,,A,A,37463,41632,DISTRIBUTION SYSTEM,DST,DS,A,41635,19908,8404,C
CA0400016,37461,WELL #2,002,WL,Y,,A,A,37464,41632,DISTRIBUTION SYSTEM,DST,DS,A,41635,19909,8404,C
CA0400016,37462,WELL #3,003,WL,Y,,A,A,37465,41632,DISTRIBUTION SYSTEM,DST,DS,A,41635,19910,8404,C
CA0400016,59578,WELL #5,005,WL,Y,,A,A,59637,41632,DISTRIBUTION SYSTEM,DST,DS,A,41635,19912,8404,C
CA0400018,35642,VERTICAL WELL,002,WL,Y,,A,A,35645,41633,DISTRIBUTION SYSTEM,DST,DS,A,41636,17891,8405,NC
CA0400018,37458,UNDERGROUND SPRINGS - 3,001,WL,Y,,A,A,37461,41633,DISTRIBUTION SYSTEM,DST,DS,A,41636,17890,8405,NC
CA0400019,37457,ONLY WELL,001,WL,Y,T,A,A,37460,55890,ONLY WELL - TREATED,002,TP,A,55932,14214,7616,C
CA0400019,55890,ONLY WELL - TREATED,002,TP,N,,A,A,55932,41634,DISTRIBUTION SYSTEM,DST,DS,A,41637,17892,7616,C
CA0400020,37455,WEST WELL,001,WL,Y,,A,A,37458,41635,DISTRIBUTION SYSTEM,DST,DS,A,41638,17893,7617,C
CA0400020,37456,EAST WELL,002,WL,Y,,A,A,37459,41635,DISTRIBUTION SYSTEM,DST,DS,A,41638,17894,7617,C
CA0400021,55891,ONLY WELL - TREATED,002,TP,N,,A,A,55933,41636,DISTRIBUTION SYSTEM,DST,DS,A,41639,17895,8382,C
CA0400021,37454,ONLY WELL,001,WL,Y,T,A,A,37457,55891,ONLY WELL - TREATED,002,TP,A,55933,14272,8382,C
CA0400023,37453,ONLY WELL,001,WL,Y,T,A,A,37456,55892,ONLY WELL - TREATED,002,TP,A,55934,14273,8383,C
CA0400023,55892,ONLY WELL - TREATED,002,TP,N,,A,A,55934,41637,DISTRIBUTION SYSTEM,DST,DS,A,41640,17896,8383,C
CA0400026,37450,ONLY WELL,001,WL,Y,T,A,A,37453,55894,ONLY WELL - TREATED,002,TP,A,55936,14274,8385,C
CA0400026,55894,ONLY WELL - TREATED,002,TP,N,,A,A,55936,41639,DISTRIBUTION SYSTEM,DST,DS,A,41642,17897,8385,C
CA0400027,37448,WELL #3 - DRILLED 1999 (WATSON),003,WL,Y,,A,A,37451,55895,WELL #3 - TREATED,005,TP,A,55937,17900,8386,C
CA0400027,55895,WELL #3 - TREATED,005,TP,N,,A,A,55937,41640,DISTRIBUTION SYSTEM,DST,DS,A,41643,17901,8386,C
CA0400027,55896,WELL #1 - TREATED,004,TP,N,,A,A,55938,41640,DISTRIBUTION SYSTEM,DST,DS,A,41643,17899,8386,C
CA0400027,59579,WELL #1,001,WL,Y,,A,A,59638,55896,WELL #1 - TREATED,004,TP,A,55938,17898,8386,C
CA0400030,37444,WELL #1 - OUTSIDE WELL,001,WL,Y,,A,A,37447,59140,TREATMENT,003,TP,A,59199,17989,8388,C
CA0400030,37445,WELL #2 INSIDE WELL,002,WL,Y,,A,A,37448,59140,TREATMENT,003,TP,A,59199,17990,8388,C
CA0400030,59140,TREATMENT,003,TP,N,,A,A,59199,41642,DISTRIBUTION SYSTEM,DST,DS,A,41645,17991,8388,C
CA0400036,37443,NORTH WELL - MAIN WELL - WELL #1,001,WL,Y,N,A,A,37446,41643,DISTRIBUTION SYSTEM,DST,DS,A,41646,17993,8389,C
CA0400040,48170,MAIN WELL AKA PIT WELL,002,WL,Y,,A,A,48182,41645,DISTRIBUTION SYSTEM,DST,DS,A,41648,17999,8391,C
CA0400041,55897,ONLY WELL - TREATED,002,TP,N,,A,A,55939,41646,DISTRIBUTION SYSTEM,DST,DS,A,41649,18001,8392,C
CA0400041,37441,ONLY WELL,001,WL,Y,T,A,A,37444,55897,ONLY WELL - TREATED,002,TP,A,55939,14275,8392,C
CA0400042,37440,ONLY WELL,001,WL,Y,N,A,A,37443,41647,DISTRIBUTION SYSTEM,DST,DS,A,41650,18006,8393,C
CA0400046,37437,ONLY WELL,001,WL,Y,T,I,A,37440,55898,ONLY WELL TREATED,002,TP,A,55940,14276,8395,C
CA0400048,37436,WELL #2 - DRILLED 1997,002,WL,Y,,A,A,37439,41651,DISTRIBUTION SYSTEM,DST,DS,A,41654,18009,8396,NC
CA0400051,37491,WELL #1,001,WL,Y,,A,A,37494,41653,DISTRIBUTION SYSTEM,DST,DS,A,41656,18010,8407,C
CA0400051,37492,WELL #2,002,WL,Y,,A,A,37495,41653,DISTRIBUTION SYSTEM,DST,DS,A,41656,18011,8407,C
CA0400052,37490,ONLY WELL,001,WL,Y,T,I,A,37493,55900,ONLY WELL - TREATED,002,TP,A,55942,14283,8439,NC
CA0400060,37488,ONLY WELL,001,WL,Y,T,A,A,37491,55901,ONLY WELL - TREATED,002,TP,A,55943,14284,8440,NTNC
CA0400060,55901,ONLY WELL - TREATED,002,TP,N,,A,A,55943,41656,DISTRIBUTION SYSTEM,DST,DS,A,41659,18012,8440,NTNC
CA0400062,37487,MAIN WELL,001,WL,Y,,A,A,37490,41657,DISTRIBUTION SYSTEM,DST,DS,A,41660,18013,8408,NTNC
CA0400063,37486,WELL #2 DRILLED 1997,002,WL,Y,,A,A,37489,64403,TREATMENT PLANT,003,TP,A,64495,18024,8409,NTNC
CA0400063,64403,TREATMENT PLANT,003,TP,N,,A,A,64495,41658,DISTRIBUTION SYSTEM,DST,DS,A,41661,18025,8409,NTNC
CA0400064,35648,WELL #4,002,WL,Y,T,A,A,35651,59141,TREATMENT PLANT,003,TP,A,59200,14336,8410,NTNC
CA0400064,59141,TREATMENT PLANT,003,TP,N,,A,A,59200,41659,DISTRIBUTION SYSTEM,DST,DS,A,41662,19902,8410,NTNC
CA0400065,59582,NORTH WELL,002,WL,Y,T,A,A,59641,59143,"PH WELL, NORTH WELL & SOUTH WELL - TREAT",005,TP,I,59202,18289,8411,NTNC
CA0400065,59583,SOUTH WELL,003,WL,Y,T,A,A,59642,59143,"PH WELL, NORTH WELL & SOUTH WELL - TREAT",005,TP,I,59202,18290,8411,NTNC
CA0400065,59143,"PH WELL, NORTH WELL & SOUTH WELL - TREAT",005,TP,N,,A,I,59202,41660,DISTRIBUTION SYSTEM,DST,DS,A,41663,18291,8411,NTNC
CA0400066,37481,ONLY WELL,001,WL,Y,T,I,A,37484,55905,ONLY WELL - TREATED,002,TP,A,55947,14279,8412,NTNC
CA0400067,37480,ONLY WELL,001,WL,Y,T,A,A,37483,67146,TREATMENT PLANT,002,TP,A,67285,18301,8413,NTNC
CA0400067,67146,TREATMENT PLANT,002,TP,N,,A,A,67285,41662,DISTRIBUTION SYSTEM,DST,DS,A,41665,18302,8413,NTNC
CA0400068,37478,WELL #1,001,WL,Y,,A,A,37481,41663,DISTRIBUTION SYSTEM,DST,DS,A,41666,18305,8414,NTNC
CA0400070,37493,WELL #3,003,WL,Y,T,A,A,37496,55906,WELL #3 - TREATED,006,TP,A,55948,18328,8399,NTNC
CA0400070,55908,WELL #1 - TREATED,004,TP,N,,A,A,55950,41664,DISTRIBUTION SYSTEM,DST,DS,A,41667,18324,8399,NTNC
CA0400070,55906,WELL #3 - TREATED,006,TP,N,,A,A,55948,41664,DISTRIBUTION SYSTEM,DST,DS,A,41667,18329,8399,NTNC
CA0400070,37476,WELL #2,002,WL,Y,T,A,A,37479,55907,WELL #2 - TREATED,005,TP,A,55949,18326,8399,NTNC
CA0400070,37475,WELL #1,001,WL,Y,T,A,A,37478,55908,WELL #1 - TREATED,004,TP,A,55950,18323,8399,NTNC
CA0400070,55907,WELL #2 - TREATED,005,TP,N,,A,A,55949,41664,DISTRIBUTION SYSTEM,DST,DS,A,41667,18327,8399,NTNC
CA0400073,37474,WELL DRILLED 1995,002,WL,Y,,A,A,37477,41665,DISTRIBUTION SYSTEM,DST,DS,A,41668,18521,8415,NTNC
CA0400078,37473,MAIN WELL - DRILLED 1990,001,WL,Y,,A,A,37476,41666,DISTRIBUTION SYSTEM,DST,DS,A,41669,18724,8416,C
CA0400079,37472,ONLY WELL,001,WL,Y,N,A,A,37475,41667,DISTRIBUTION SYSTEM,DST,DS,A,41670,18736,8417,NTNC
CA0400081,62651,WELL #4 TREATMENT,003,TP,N,,A,A,62722,41669,DISTRIBUTION SYSTEM,DST,DS,A,41672,19709,8400,C
CA0400081,59664,WELL #7 TREATED,008,TP,N,,A,A,59723,41669,DISTRIBUTION SYSTEM,DST,DS,A,41672,19711,8400,C
CA0400081,37470,WELL#4 - NEXT TO NOORS PROPERTY,004,WL,Y,N,A,A,37473,62651,WELL #4 TREATMENT,003,TP,A,62722,19708,8400,C
CA0400081,37469,WELL #7,007,WL,Y,T,A,A,37472,59664,WELL #7 TREATED,008,TP,A,59723,19710,8400,C
CA0400090,37468,WELL #2 - MAIN WELL DRILLED 1988,002,WL,Y,T,A,A,37471,55909,WELL #2 - TREATED,003,TP,A,55951,14335,8401,C
CA0400090,55909,WELL #2 - TREATED,003,TP,N,,A,A,55951,41670,DISTRIBUTION SYSTEM,DST,DS,A,41673,18928,8401,C
CA0400091,37467,ONLY WELL,001,WL,Y,T,A,A,37470,55910,ONLY WELL  - TREATED,002,TP,A,55952,14277,8402,C
CA0400091,55910,ONLY WELL  - TREATED,002,TP,N,,A,A,55952,41671,DISTRIBUTION SYSTEM,DST,DS,A,41674,28601,8402,C
CA0400093,37466,ONLY WELL,001,WL,Y,N,A,A,37469,40946,DISTRIBUTION SYSTEM,DST,DS,A,40949,18936,8419,NC
CA0400094,37556,ONLY WELL,001,WL,Y,N,A,A,37559,40947,DISTRIBUTION SYSTEM,DST,DS,A,40950,18956,8420,NC
CA0400103,37435,ONLY WELL,001,WL,Y,N,A,A,37438,40948,DISTRIBUTION SYSTEM,DST,DS,A,40951,19215,8421,NC
CA0400105,37525,ONLY WELL,001,WL,Y,T,A,A,37528,55911,TREATMENT PLANT,002,TP,A,55953,14280,8422,NC
CA0400105,55911,TREATMENT PLANT,002,TP,N,,A,A,55953,40949,DISTRIBUTION SYSTEM,DST,DS,A,40952,19223,8422,NC
CA0400106,37643,ONLY WELL,001,WL,Y,N,A,A,37646,40950,DISTRIBUTION SYSTEM,DST,DS,A,40953,19237,8423,NC
CA0400111,37641,ONLY WELL,001,WL,Y,N,A,A,37644,40952,DISTRIBUTION SYSTEM,DST,DS,A,40955,19913,8425,NC
CA0400117,37638,DEEP WELL - WELL DRILLED 1986-MAIN WELL,001,WL,Y,N,A,A,37641,40955,DISTRIBUTION SYSTEM,DST,DS,A,40958,19274,8428,NC
CA0400120,37636,ONLY WELL,001,WL,Y,T,A,A,37639,55913,ONLY WELL  - TREATED,002,TP,A,55955,14282,8430,NC
CA0400120,55913,ONLY WELL  - TREATED,002,TP,N,,A,A,55955,40957,DISTRIBUTION SYSTEM,DST,DS,A,40960,19502,8430,NC
CA0400123,37635,ONLY WELL,001,WL,Y,N,A,A,37638,40958,DISTRIBUTION SYSTEM,DST,DS,A,40961,19505,8431,C
CA0400132,37633,WELL #1 - OLD WELL NOT 1988 WELL,001,WL,Y,N,A,A,37636,40960,DISTRIBUTION SYSTEM,DST,DS,A,40963,19508,8433,NC
CA0400133,37631,WELL #2,004,WL,Y,T,A,A,37634,55915,WELL #2 - TREATED,005,TP,A,55957,19520,8434,NTNC
CA0400133,55915,WELL #2 - TREATED,005,TP,N,,A,A,55957,40961,DISTRIBUTION SYSTEM,DST,DS,A,40964,19526,8434,NTNC
CA0400133,59145,WELL #3 - TREATED,007,TP,N,,A,A,59204,40961,DISTRIBUTION SYSTEM,DST,DS,A,40964,19531,8434,NTNC
CA0400133,59663,WELL #3,006,WL,Y,T,A,A,59722,59145,WELL #3 - TREATED,007,TP,A,59204,19523,8434,NTNC
CA0400135,48174,NEW WELL,002,WL,Y,,A,A,48186,40930,DISTRIBUTION SYSTEM,DST,DS,A,40933,19545,8435,NC
CA0400137,37629,ONLY WELL,001,WL,Y,N,A,A,37632,40931,DISTRIBUTION SYSTEM,DST,DS,A,40934,28602,8436,NC
CA0400138,37627,WELL #1,001,WL,Y,,A,A,37630,40932,DISTRIBUTION SYSTEM,DST,DS,A,40935,28604,8437,NC
CA0400138,37644,WELL #2,002,WL,Y,,A,A,37647,40932,DISTRIBUTION SYSTEM,DST,DS,A,40935,28603,8437,NC
CA0400140,37626,MAIN WELL,001,WL,Y,N,A,A,37629,40933,DISTRIBUTION SYSTEM,DST,DS,A,40936,19549,8441,NTNC
CA0400141,37625,ONLY WELL,001,WL,Y,T,A,A,37628,55917,ONLY WELL  - TREATED,002,TP,A,55959,14285,8442,NTNC
CA0400141,55917,ONLY WELL  - TREATED,002,TP,N,,A,A,55959,40934,DISTRIBUTION SYSTEM,DST,DS,A,40937,19553,8442,NTNC
CA0400142,37624,ONLY WELL,001,WL,Y,N,A,A,37627,40935,DISTRIBUTION SYSTEM,DST,DS,A,40938,19554,8443,NC
CA0400143,37623,NEW WELL DRILLED 1997,002,WL,Y,,A,A,37626,40936,DISTRIBUTION SYSTEM,DST,DS,A,40939,19555,8444,NC
CA0400144,55386,WELL 2,003,WL,Y,,A,A,55428,40937,DISTRIBUTION SYSTEM,DST,DS,A,40940,19916,8445,NC
CA0400144,55387,WELL 1,002,WL,Y,,A,A,55429,40937,DISTRIBUTION SYSTEM,DST,DS,A,40940,19914,8445,NC
CA0400149,37621,WELL,001,WL,Y,N,A,A,37624,40938,DISTRIBUTION SYSTEM,DST,DS,A,40941,19568,8446,C
CA0400150,55918,TREATMENT,002,TP,N,,A,A,55960,40939,DISTRIBUTION SYSTEM,DST,DS,A,40942,19570,8447,NTNC
CA0400150,64517,NEW WELL,004,WL,Y,T,A,A,64615,55918,TREATMENT,002,TP,A,55960,19569,8447,NTNC
